IE_XML_ID;IE_NAME;IE_ID;IE_ACTIVE;IE_ACTIVE_FROM;IE_ACTIVE_TO;IE_PREVIEW_PICTURE;IE_PREVIEW_TEXT;IE_PREVIEW_TEXT_TYPE;IE_DETAIL_PICTURE;IE_DETAIL_TEXT;IE_DETAIL_TEXT_TYPE;IE_CODE;IE_SORT;IE_TAGS;IP_PROP461;IC_GROUP0;IC_GROUP1;IC_GROUP2
22648;Эгоцин 20, 1 кг.;22648;Y;;;;;text;;"<b>Показание к применению:</b><br>
 <br>
 Применяют для лечения молодняка крупного и мелкого рогатого скота, поросят, цыплят при бактериальных инфекциях органов дыхания, желудочно-кишечного тракта, мочеполовой системы и других заболеваниях, возбудители которых чувствительны к окситетрациклину, в том числе при колибактериозе, пастереллезе, стрептококкозе, стафилококкозе, секундарных инфекциях при вирусных заболеваниях, а также при энзоотической пневмонии, гемофилезе, атрофическом рините у поросят.<br>
 <br>
 <b>Способ применения:</b><br>
 <br>
 <i>Эгоцин 20 порошок применяют перорально в следующих суточных дозах:</i><br>
 <br>
 - телятам, поросятам, ягнятам, козлятам – 2-3 г препарата на 10 кг массы животного в течение 4-5 дней, при респираторных инфекциях 10-14 дней.<br>
 <br>
 Необходимое количество препарата смешивают с водой для питья и выпаивают из бутылки или задают в смеси с небольшим количеством корма 2 раза в сутки.<br>
 <br>
 - цыплятам – 50-100 г препарата на 100 л воды для питья или 0,75-1,5кг препарата на тонну корма в течение 4-5 дней.<br>
 <br>
 Свежий раствор лекарственного препарата готовят ежедневно, порошок должен быть полностью растворен в воде. В период лечения птица должна получать только воду или корм, содержащие препарат.<br>
 <br>
 <b>Форма выпуска:</b><br>
 <br>
 Эгоцин 20 порошок выпускают расфасованным в пакеты из ламинированной фольги по 1 кг. Каждую упаковку снабжают инструкцией по применению.<br>";html;egotsin-20-1-kg;500;;KRKA;Антибактериальные препараты;;
22649;Гиракса, 1 кг.;22649;Y;;;;;text;;"<b>Показание к применению:</b><br>
 <br>
 Применяют свиньям, телятам и сельскохозяйственной птице с лечебной и лечебно-профилактической целью при колибактериозе, сальмонеллезе и других желудочно-кишечных заболеваниях бактериальной этиологии, возбудители которых чувствительны к колистину сульфату.<br>
 <br>
 Перед применением препарата, по возможности, должен быть выполнен тест на чувствительность возбудителя к колистину.<br>
 <br>
 <b>Способ применения:</b><br>
 <br>
 Гираксу применяют индивидуально или групповым способом перорально с водой для поения в следующих суточных дозах:<br>
 <br>
 - телятам и свиньям – 5-8 г порошка на 100 кг массы животного (разделить на 2 приема);<br>
 <br>
 - птице – 5-8 г порошка на 10 литров воды для поения.<br>
 <br>
 Продолжительность лечения животных и птицы составляет 3 дня, при сальмонеллезе – 5 дней.<br>
 <br>
 При групповом способе применения в течение всего периода лечения животные и сельскохозяйственная птица должны получать только воду, содержащую лекарственный препарат. Свежий раствор лекарственного препарата готовят ежедневно.<br>
 <br>
 <b>Форма выпуска:</b><br>
 <br>
 Препарат выпускают расфасованным в пакеты из ламинированной фольги по 1 кг.<br>";html;giraksa-1-kg;500;;KRKA;Антибактериальные препараты;;
22650;Аматиб 80%, 500 г.;22650;Y;;;;;text;;"<b>Показание к применению:</b><br>
 <br>
 Аматиб 80% водорастворимый порошок назначают свиньям, телятам, ягнятам и козлятам с лечебной целью, сельскохозяйственной птице – с лечебной и лечебно-профилактической целью при острых и хронических заболеваниях органов дыхания, мочеполовой системы, желудочно-кишечного тракта и других первичных и вторичных инфекциях бактериальной этиологии, возбудители которых чувствительны к амоксициллину.<br>
 <br>
 <b>Показания к применению:</b><br>
 <br>
 <i>Применяют животным перорально индивидуально или групповым способом в течение 3-5 дней в следующих дозах:</i><br>
 <br>
 - телятам, козлятам, ягнятам два раза в день в разовой дозе 1,25 г на 100 кг массы животного (10 мг амоксициллина на 1 кг массы);<br>
 <br>
 - свиньям и сельскохозяйственной птице с водой для поения в дозе 250 г на 1000 л воды (10-20 мг амоксициллина на 1 кг массы). Лечебный раствор в период лечения готовят ежедневно.<br>
 <br>
 При групповом способе применения свиньи и птица должны получать только воду, содержащую лекарственный препарат. Необходимо убедиться, что препарат полностью растворен в воде. Максимальная растворимость препарата составляет примерно 8 г на литр при температуре воды 20ОС. При снижении температуры воды растворимость препарата тоже снижается.<br>
 <br>
 <b>Форма выпуска:</b><br>
 <br>
 Выпускают Аматиб 80% водорастворимый порошок расфасованным в герметично закрытые пакеты из ламинированной фольги по 100, 250, 500 и 1000 г. Каждую единицу упаковки снабжают инструкцией по применению.<br>";html;amatib-80-500-g;500;;KRKA;Антибактериальные препараты;;
22651;Доксатиб, 1 кг.;22651;Y;;;;;text;;"<b>Показание к применению:</b><br>
 <br>
 Назначают свиньям, телятам с лечебной целью, сель-скохозяйственным птицам — с лечебной и лечебно-профилактической целью при острых и хронических заболеваниях органов дыхания, мочеполовой системы, желудочно-кишечного тракта и других первичных и вторичных инфекциях бактериальной этиологии, возбудители которых чувствительны к доксициклину.<br>
 <br>
 <b>Способ применения:</b><br>
 <br>
 <i>Применяют животным перорально индивидуально или групповым способом в следующих дозах:</i><br>
 <br>
 — телятам два раза в день в разовой дозе 5 мг доксициклина гиклата на 1 кг массы животного с водой для поения или заменителем молока 3-5 дней. Лечебный раствор готовится непосредственно перед применением.<br>
 <br>
 — свиньям с водой для поения в дозе 12,5 мг доксициклина гиклата на 1 кг массы животного. Лечебный раствор в период лечения готовят еже-дневно. Продолжительность лечения составляет 4-8 дней.<br>
 <br>
 — сельскохозяйственной птице с водой для поения в дозе 10-20 мг доксициклина гиклата на 1 кг массы животного. В случае высокой чув-ствительности микроорганизмов (МИК до 1 мкг/мл) применяется препарат в дозе 10 мг/кг доксициклина гиклата, если чувствительность средняя (МИК до 2 мкг/мл) применяется дозировка 20 мг/кг доксициклина гиклата на 1 кг массы животного. Лечебный раствор в период лечения готовят ежедневно. Продолжительность лечения составляет 3-4 дня.<br>
 <br>
 При групповом способе применения свиньи и птица должны полу-чать только воду, содержащую лекарственный препарат.<br>
 <br>
 <b>Форма выпуска:</b><br>
 <br>
 Выпускают Доксатиб расфасованным в пакеты из ламинированной фольги по 100г, 1кг и 5кг. Каждую единицу упаковки снабжают инструкцией по применению.<br>";html;doksatib-1-kg;500;;KRKA;Антибактериальные препараты;;
22652;Тиавалт, 1 кг.;22652;Y;;;;;text;;"<b>Показание к применению:</b><br>
 <br>
 Назначают с лечебной целью свиньям при дизентерии бактериальной этиологии, энзоотической пневмонии и плевропневмонии; курам и индейкам с лечебной и лечебно-профилактической целью – при микоплазменных инфекциях, вызванных M.gallisepticum, M. synovia и M. meleagridis.<br>
 <br>
 <b>Способ применения:</b><br>
 <br>
 Применяют животным и птице с водой для поения индивидуально или групповым способом.<br>
 <br>
 Лечебный раствор готовят ежедневно, он должен быть единственным источником питьевой воды для птицы и свиней. Лечебный раствор препарата стабилен в течение 24 часов.<br>
 <br>
 <b>Форма выпуска:</b><br>
 <br>
 Тиавалт выпускают расфасованным по 1 кг, 5 кг и 10 кг в многослойные водонепроницаемые пакеты. Каждую единицу упаковки снабжают инструкцией по применению.<br>";html;tiavalt-1-kg;500;;KRKA;Антибактериальные препараты;;
22657;Амоксициллин 10%, 1 кг.;22657;Y;;;;;text;;"<b>Показания к применению:</b><br>
 <br>
 Амоксициллин 10% назначают молодняку крупного рогатого скота с лечебной целью при заболеваниях желудочно-кишечного тракта, респираторного тракта и мочеполовой системы, колибактериозе, сальмонеллезе, пастереллезе, а также других инфекциях, вызванных микроорганизмами, чувствительными к амоксициллину.<br>
 <br>
 <b>Дозировка:</b><br>
 <br>
 Амоксициллин 10% применяют перорально, предварительно растворенным в воде для поения или молоке, в дозе 1-2 г Амоксициллина 10% на 10 кг массы животного один раз в сутки в течение 5-7 дней.<br>
 <br>
 <b>Форма выпуска:</b><br>
 <br>
 Фольгированный пакет 1 кг, 5 кг.<br>";html;amoksitsillin-10-1-kg;500;;LIVISTO;Антибактериальные препараты;;
22658;Зинаприм, 100 мл.;22658;Y;;;;;text;;"<b>Показание к применению:</b><br>
 <br>
 Зинаприм применяют для лечения крупного рогатого скота, мелкого рогатого скота<br>
 и свиней при инфекционных заболеваниях желудочнокишечного тракта (диарея,<br>
 энтериты, колибактериоз), респираторного тракта (атрофический ринит, гемофилезная плевропневмония), мочеполовой системы (нефриты, уретриты), а также при<br>
 поражениях кожи и мягких тканей, вызванных микроорганизмами, чувствительными<br>
 к комбинации сульфаметазин-триметоприм.<br>
 <br>
 <b>Дозировка:</b><br>
 <br>
 Зинаприм вводят внутримышечно, один раз в сутки в дозе 1 мл на 10 кг массы животного в течение 5-6 дней. В начале лечения рекомендуется ввести терапевтическую<br>
 дозу дважды с интервалом в 12 часов.<br>
 <br>
 <b>Форма выпуска:</b><br>
 <br>
 Выпускают в форме стерильного раствора для инъекций во флаконах из темного стекла, герметично закрытых пробками и обкатанных алюминиевыми колпачками по 10, 50, 100 и 250 мл.<br>";html;zinaprim-100-ml;500;;LIVISTO;Антибактериальные препараты;;
22659;Зинаприм, 1 кг.;22659;Y;;;;;text;;"<b>Показания к применению:</b><br>
 <br>
 Зинаприм применяют для лечения телят, мелкого рогатого скота и свиней при инфекционных заболеваниях желудочно-кишечного тракта (диарея, энтериты, колибактериоз), респираторного тракта (атрофический ринит, гемофилезная плевропневмония),<br>
 мочеполовой системы (нефриты, уретриты), а также при поражениях кожи и мягких<br>
 тканей, вызванных микроорганизмами, чувствительными к комбинации сульфаметазин-триметоприм. Домашней<br>
 птице – при осложнениях ХРЗ бактериальной и вирусной этиологии, сальмоненллезе, колибацеллезе, стрептококкозе и геморрагической септицемии.<br>
 <br>
 <b>Дозировка:</b><br>
 <br>
 Зинаприм применяют перорально с кормом (молоком, заменителем молока) или<br>
 водой для поения. Крупному рогатому скоту назначают<br>
 внутрь в дозе 1 г на 10 кг массы тела раз в сутки в течение 3-5 дней. В начале лечения рекомендуется ввести терапевтическую дозу дважды с интервалом 12 часов.<br>
 Домашней птице (бройлерам, племенной птице, ремонтному молодняку кур,<br>
 индейкам) в первый день лечения – 1 г на 1 л питьевой воды, в после-<br>
 дующие 2-3 суток – 0,5 г на литр воды в сутки.<br>
 <br>
 <b>Форма выпуска:</b><br>
 <br>
 Выпускают в фольгированных упаковках по 0,5-5 кг.<br>";html;zinaprim-1-kg;500;;LIVISTO;Антибактериальные препараты;;
22660;Энрофлокс 10%, 1 л.;22660;Y;;;;;text;;"<b>Показания к применению:</b><br>
 <br>
 Энрофлокс 10% применяют для лечения колибактериозов, сальмонеллезов, некротического энтерита, стрептококкоза, микоплазмозов и других заболеваний, вызванных микроорганизмами, чувствительными к фторхинолонам у бройлеров и ремонтного молодняка птиц.<br>
 <br>
 <b>Дозировка:</b><br>
 <br>
 Энрофлокс 10% применяют перорально с водой для поения в дозе 0,5 мл на 1 л воды в течение 3 дней, а при сальмонеллезе – в течение 5 дней. Раствор готовят из расчета суточной потребности птицы в воде. Во время лечения птица должна получать только воду, содержащую Энрофлокс 10%.<br>
 <br>
 <b>Форма выпуска:</b><br>
 <br>
 Флакон 1 л.<br>";html;enrofloks-10-1-l;500;;LIVISTO;Антибактериальные препараты;;
22661;Тромексин, 1 кг.;22661;Y;;;;;text;;"<b>Показания к применению:</b><br>
 <br>
 Тромексин применяют для лечения животных при респираторных и желудочно-кишечных бактериальных инфекциях.<br>
 <br>
 <b>Дозировка:</b><br>
 <br>
 Тромексин применяют водой в следующих<br>
 дозах: Домашней птице: 2 г на 1 л воды в первый день и 1 г на 1 л воды<br>
 в последующие 2-3 дня. Если симптомы сохраняются, то через 3-4 дня лечение<br>
 повторяют.<br>
 <br>
 <b>Форма выпуска:</b><br>
 <br>
 Фольгированные пакеты по 1 кг.<br>";html;tromeksin-1-kg;500;;LIVISTO;Антибактериальные препараты;;
22662;Ремокс 500, 1 кг.;22662;Y;;;;;text;;"<b>Показания к применению:</b><br>
 <br>
 Ремокс 500 назначают свиньям и сельскохозяйственной птице с лечебной и лечебно-профилактической целью при заболеваниях желудочно-кишечного и респираторного трактов, вызванных чувствительными к амоксициллину возбудителями.<br>
 <br>
 <b>Дозировка:</b><br>
 <br>
 Птицам препарат задают в дозе 20 – 40 мг ДВ/1 кг живой массы, что соответствует дозе 0,04 – 0,08 г препарата Ремокс 500 на 1 кг живой массы. Для приготовления рабочего раствора необходимое количество Ремокса 500 на 1 л рассчитывают по формуле: m= 0,04(0,08) х М птиц/V воды, где 0,04(0,08) – доза Ремокса 500 (г/кг массы птицы); m – концентрация Ремокса 500 в воде (г/л); М – общая живая масса обрабатываемого поголовья (кг); V – суточное потребление воды всем поголовьем (л).<br>
 Препарат применяют в течение 3-5 дней.<br>
 <br>
 <b>Форма выпуска:</b><br>
 <br>
 Расфасован по 100 г, 400 г, 500 г и 1 кг в герметично закрытые трехслойные фольгированные пакеты, а также по 3 кг, 24 кг, 25 кг в трехслойные фольгированные мешки.<br>";html;remoks-500-1-kg;500;;LIVISTO;Антибактериальные препараты;;
22679;Польодоксин, 5 л.;22679;Y;;;;;text;;"<b>Показания к применению:</b><br>
 <br>
 Польодоксин назначают сельскохозяйственной птице и свиньям с лечебной и лечебнопрофилактической целью при колибактериозе, пастереллезе, сальмонеллезе,<br>
 стафилококкозе, хронических респираторных заболеваниях, микоплазмозе и других инфекциях, возбудители которых чувствительны к доксициклину.<br>
 <br>
 <b>Дозировка:</b><br>
 <br>
 • Птица - 0,5-1 мл на 1 л питьевой воды&nbsp; в течение 3 - 5 дней.<br>
 • Свиньи - 1 мл на 10 кг массы животного в течение 5 дней.<br>
 <br>
 <b>Форма выпуска:</b><br>
 <br>
 Выпускают в форме раствора для орального применения в пластиковых флаконах по 1 и 5 л.<br>";html;polodoksin-5-l;500;;LIVISTO;Антибактериальные препараты;;
22457;Волстар, 100 мл.;22457;Y;;;;;text;;"<b>Показания к применению:</b><br>
 <br>
 Волстар применяют свиньям и сельскохозяйственной птице для нормализации обмена веществ в условиях стресса, при задержке роста и недостаточном привесе, а также для повышения сохранности и продуктивности, для профилактики и лечения гиповитаминозов, в составе комплексной терапии при инфекционных и инвазионных заболеваниях.<br>
 <br>
 <b>Дозы и порядок применения:</b><br>
 <br>
 Волстар добавляют в воду для поения свиней и сельскохозяйственной птицы всех возрастных групп ежедневно в течение 3-5 дней.<br>
 <br>
 <i>Нормы ввода:</i><br>
 <br>
 • взрослому поголовью свиней – 1 мл/50 кг, молодняку – 0,5 мл/10 кг массы животного в день;<br>
 • сельскохозяйственной птице – 0,5 л на 1 000 л воды для поения;<br>
 <br>
 При несбалансированном рационе дозы увеличивают: для свиней 1,5 мл/50 кг и 1 мл/10 кг соответственно, птице – 1,0 л на 1000 л воды.<br>
 <br>
 <b>Форма выпуска:</b><br>
 <br>
 Полимерный флакон 100 мл и 1 л.<br>";html;volstar-100-ml;500;;АВЗ;Витаминно-минеральные комплексы;;
22458;Волстар, 1 л.;22458;Y;;;;;text;;"<b>Показания к применению:</b><br>
 <br>
 Волстар применяют свиньям и сельскохозяйственной птице для нормализации обмена веществ в условиях стресса, при задержке роста и недостаточном привесе, а также для повышения сохранности и продуктивности, для профилактики и лечения гиповитаминозов, в составе комплексной терапии при инфекционных и инвазионных заболеваниях.<br>
 <br>
 <b>Дозы и порядок применения:</b><br>
 <br>
 Волстар добавляют в воду для поения свиней и сельскохозяйственной птицы всех возрастных групп ежедневно в течение 3-5 дней.<br>
 <br>
 <i>Нормы ввода:</i><br>
 <br>
 • взрослому поголовью свиней – 1 мл/50 кг, молодняку – 0,5 мл/10 кг массы животного в день;<br>
 • сельскохозяйственной птице – 0,5 л на 1 000 л воды для поения;<br>
 <br>
 При несбалансированном рационе дозы увеличивают: для свиней 1,5 мл/50 кг и 1 мл/10 кг соответственно, птице – 1,0 л на 1000 л воды.<br>
 <br>
 <b>Форма выпуска:</b><br>
 <br>
 Полимерный флакон 100 мл и 1 л.<br>";html;volstar-1-l;500;;АВЗ;Витаминно-минеральные комплексы;;
22656;Солвимин Селен, 1 кг.;22656;Y;;;;;text;;"<b>Показание к применению:</b><br>
 <br>
 Солвимин Селен применяют для профилактики (в период стрессов, вакцинации, при несбалансированности кормления, высокой продуктивности) и лечения гиповитаминозов и заболеваний, вызываемых недостатком селена в кормах, а также в качестве вспомогательного средства в терапии гельминтозов, бактериальных и вирусных заболеваний у крупного и мелкого рогатого скота, лошадей, свиней, кроликов и домашней птицы.<br>
 <br>
 <b>Способ применения:</b><br>
 <br>
 <i>Применяют с лечебной целью в течение 7 суток в следующих дозах:</i><br>
 <br>
 •&nbsp;&nbsp;домашней птице — 25-50 г на 100 литров питьевой воды;<br>
 <br>
 •&nbsp;телятам, жеребятам, свиньям – 2-4 г на голову, поросятам, овцам, козам – 5-10 г на 10 голов, козлятам и ягнятам – 2-4 г на 10 голов, лошадям и крупному рогатому скоту – 4-8 г на животное, кроликам – 1-2 г на 10 животных.<br>
 <br>
 Необходимое количество препарата растворяется в питьевой воде, молоке или заменителе молока. Каждый день готовится свежий раствор.<br>
 <br>
 С профилактической целью Солвимин® Селен применяют в течение 3-5 суток в лечебных дозах.<br>
 <br>
 При необходимости курс можно повторять каждые 2 месяца.<br>
 <br>
 <b>Форма выпуска:</b><br>
 <br>
 Солвимин Селен выпускают расфасованным в пластмассовые контейнеры по 150 г или 1 кг.<br>";html;solvimin-selen-1-kg;500;;KRKA;Витаминно-минеральные комплексы;;
22663;Чиктоник, 5 л.;22663;Y;;;;;text;;"<b>Показания к применению:</b><br>
 <br>
 Чиктоник применяют для обогащения и балансирования рационов сельскохозяйственных животных, в том числе птиц, по витаминам и аминокислотам.<br>
 <br>
<b>Дозировка:</b><br>
 <br>
 Кормовую добавку применяют животным групповым (через систему автопоения) или индивидуальным способом с водой для поения в течение 5 суток.<br>
 <br>
 • Птица: 1-2 мл/л воды;<br>
 • Лошади: 15-20 мл/на голову;<br>
 • КРС: 8-20 мл/голову;<br>
 • Свиньи: 3-20 мл/на голову;<br>
 • Овцы и козы: 2-4 мл/на голову.<br>
 <br>
 <b>Форма выпуска:</b><br>
 <br>
 Расфасовывают в полимерные флаконы по 1л, 5л и 25л из непрозрачного белого пластика с крышками контроля первого вскрытия.<br>";html;chiktonik-5-l;500;;LIVISTO;Витаминно-минеральные комплексы;;
22664;Чиктоник, 1 л.;22664;Y;;;;;text;;"<b>Показания к применению:</b><br>
 <br>
 Чиктоник применяют для обогащения и балансирования рационов сельскохозяйственных животных, в том числе птиц, по витаминам и аминокислотам.<br>
 <br>
 <b>Дозировка:</b><br>
 <br>
 Кормовую добавку применяют животным групповым (через систему автопоения) или индивидуальным способом с водой для поения в течение 5 суток.<br>
 <br>
 • Птица: 1-2 мл/л воды;<br>
 • Лошади: 15-20 мл/на голову;<br>
 • КРС: 8-20 мл/голову;<br>
 • Свиньи: 3-20 мл/на голову;<br>
 • Овцы и козы: 2-4 мл/на голову.<br>
 <br>
 <b>Форма выпуска:</b><br>
 <br>
Расфасовывают в полимерные флаконы по 1л, 5л и 25л из непрозрачного белого пластика с крышками контроля первого вскрытия.";html;chiktonik-1-l;500;;LIVISTO;Витаминно-минеральные комплексы;;
22665;Мультивит, 1 л.;22665;Y;;;;;text;;"<b>Показания к применению:</b><br>
 <br>
 Назначают сельскохозяйственным животным и птице для профилактики нарушений обмена веществ и витаминной недостаточности. Для стимулирования общего роста и развития молодняка, повышения продуктивности и неспецифической резистентности. Для профилактики и лечения гинекологических заболеваний: задержания последа, субинволюции матки, абортов, эндометритов, кисты яичников, кровотечений. Комплексное лечение парезов, параличей и судорог.<br>
 <br>
 <b>Дозировка:</b><br>
 <br>
 Витаминную добавку задают животному 1 раз в день из расчета 500 мл на 1000 л воды для поения или 1 л мультивита на 1 т сухого корма. Курс применения добавки 5 – 7 дней.<br>
 <br>
 <b>Форма выпуска:</b><br>
 <br>
 Расфасовывают по 1 л в полимерных флаконах с крышками контроля первого вскрытия.<br>";html;multivit-1-l;500;;LIVISTO;Витаминно-минеральные комплексы;;
22666;Комплекс B, 5 л.;22666;Y;;;;;text;;"<b>Показания:</b><br>
 <br>
 Применяют птице, крупному рогатому скоту, свиньям и кроликам при нарушениях нервной системы, как вспомогательное средство при лечении антибиотиками и противококцидийными препаратами, при дефиците витаминов группы В и в качестве стимулятора продуктивности.<br>
 <br>
 <b>Дозировка и способ применения:</b><br>
 <br>
 <i>Применяют перорально путем выпаивания с водой в дозе:</i><br>
 <br>
 • Птице 1-2 мл на 1 л питьевой воды в течение 3-4 дней;<br>
 <br>
 • крупному рогатому скоту 10-15 мл на животное в течение 4-5 дней;<br>
 <br>
 • свиньям 5-10 мл Комплекса В на животное в течение 4-5 дней;<br>
 <br>
 • кроликам 2-4 мл на 1 литр воды в течение 4-6 дней.<br>
 <br>
 <b>Форма выпуска:</b><br>
 <br>
 Выпускают расфасованным в пластиковых флаконах по 0,1 – 25 л.<br>
 <br>";html;kompleks-b-5-l;500;;LIVISTO;Витаминно-минеральные комплексы;;
22672;Бетаминт, 1 л.;22672;Y;;;;;text;;"<b>Показания к применению</b>:<br>
 <br>
 Бетаминт рекомендуется применять свиньям и сельскохозяйственной птице в неблагоприятные периоды жизни для снижения влияния стрессовых факторов (теплового стресса) и нормализации обмена веществ, а также для стимуляции аппетита и улучшения усвояемости пищи, улучшения работы печени и почек.<br>
 <br>
 <b>Дозировка:</b><br>
 <br>
 Кормовую добавку применяют всем видам сельскохозяйственной птицы и свиньям групповым (через систему автопоения) или индивидуальным способом с водой для поения в течение 5-7 суток.<br>
 Для снижения влияния тепловых стрессовых факторов, повышения сохранности и продуктивности свиньям кормовую добавку применяют в дозе 1-2 л Бетаминта на 1000 л питьевой воды.<br>
 <br>
 При необходимости курс введения увеличивают до 10-15 суток.<br>
 В промышленном птицеводстве для снижения отрицательного действия теплового стресса, вызванного вакцинацией, применением антибиотиков или кокцидиостатиков,<br>
 Бетаминт применяют птице в дозе 1 л/т воды для поения в течение 3 суток до стресса и 3 суток после него.<br>
 При планируемой перегруппировке или транспортировке птицы кормовую добавку применяют в той же дозе в течение 2 суток до стресса и 3 суток после него.<br>
 <br>
 <b>Форма выпуска:</b><br>
 <br>
 Стандартная упаковка 1, 5, 25 л.<br>";html;betamint-1-l;500;;LIVISTO;Витаминно-минеральные комплексы;;
22673;Витамин АД3Е, 1 л.;22673;Y;;;;;text;;"<b>Показания к примнению:</b><br>
 <br>
 Профилактика (в период стрессов, вакцинации, при несбалансированном кормлении, высокой продуктивности) и лечение гиповитаминозов, а также в качестве средства вспомогательной терапии при лечении гельминтозов, бактериальных и вирусных заболеваний сельскохозяйственных животных, в том числе птиц.<br>
 <br>
 <b>Дозировка:</b><br>
 <br>
 <i>Витамин АДзЕ применяют животным с водой для поения в течение 3-5 суток в дозах:&nbsp;</i><br>
 <br>
 • сельскохозяйственной птице, кроликам: 0,5-1 мл/л воды для поения;&nbsp;<br>
 • крупному и мелкому рогатому скоту, свиньям: 0,5-1 мл на 10 кг массы тела животного.<br>
 <br>
 <b>Форма выпуска:</b><br>
 <br>
 Пластиковый флакон 1 л.<br>";html;vitamin-ad3e-1-l;500;;LIVISTO;Витаминно-минеральные комплексы;;
22674;Ганаминовит, 1 кг.;22674;Y;;;;;text;;"<b>Показания к применению:</b><br>
 <br>
 При витаминной и аминокислотной недостаточности у сельскохозяйственных животных, в том числе и птицы, вызванной несбалансированным кормлением, при стрессах, ослабленном состоянии, для восстановления и поддержки тонуса после вакцинации, а также после продолжительного лечения антибиотиками и кокцидиостатиками.<br>
 <br>
 <b>Дозировка:</b><br>
 <br>
 Применяют перорально путем выпаивания с питьевой водой или смешивая с кормом в дозах: птице с питьевой водой — 125–250 г на 1000 л, с кормом — 250–500 г на 1 т корма в течение 4–8 дней; свиньям и лошадям — с питьевой водой 250 г на 1000 л, с кормом — 500 г на 1 т корма в течение 3–5 дней.<br>
 <br>
 <b>Форма выпуска:</b><br>
 <br>
 Выпускают расфасованным по 1 кг и 25 кг в фольгированных пакетах с внутренней поверхностью из полиэтилена.<br>";html;ganaminovit-1-kg;500;;LIVISTO;Витаминно-минеральные комплексы;;
22675;Кальфостоник, 1 кг.;22675;Y;;;;;text;;"<b>Показания к применению:</b><br>
 <br>
 Препарат применяют крупному рогатому скоту, овцам, козам, свиньям, лошадям и птице при: лечении и профилактике острых и хронических заболеваний, потере аппетита, голодании, лечении рахита, замедленного развития животных, а также в качестве тонизирующего средства и стимулятора аппетита.<br>
 <br>
 <b>Дозировка:</b><br>
 <br>
 Кальфостоник применяют групповым методом и индивидуально. При групповом методе препарат задают птице внутрь в дозе 20-30 кг на тонну корма в течение 10-20 дней. Животным препарат задают внутрь из расчета 20 кг на тонну корма в течение 10-20 дней.<br>
 <br>
 <i>При индивидуальном методе лечения (ежедневная доза на одно лечение):&nbsp;</i><br>
 <br>
 • Для крупного и мелкого рогатого скота – взрослые особи: 100-200 г на одно животное ежедневно в течение 15-20 дней;<br>
 • молодняку – 40-50 г на одно животное ежедневно в течение 15-20 дней;<br>
 • беременным самкам свиней и лошадей препарат задают в дозе 60-100 г в течении 15-20 дней;<br>
 • поросятам и жеребятам применяют по 10-15 г в течение 15-20 дней.<br>
 <br>
 <b>Форма выпуска:</b><br>
 <br>
 Препарат выпускают в фольгированных пакетах по 100,0; 500,0 г и по 1,0; 5,0 и 25,0 кг.<br>";html;kalfostonik-1-kg;500;;LIVISTO;Витаминно-минеральные комплексы;;
22676;Кальфостоник, 25 кг.;22676;Y;;;;;text;;"<b>Показания к применению:</b><br>
 <br>
 Препарат применяют крупному рогатому скоту, овцам, козам, свиньям, лошадям и птице при: лечении и профилактике острых и хронических заболеваний, потере аппетита, голодании, лечении рахита, замедленного развития животных, а также в качестве тонизирующего средства и стимулятора аппетита.<br>
 <br>
 <b>Дозировка:</b><br>
 <br>
 Кальфостоник применяют групповым методом и индивидуально. При групповом методе препарат задают птице внутрь в дозе 20-30 кг на тонну корма в течение 10-20 дней. Животным препарат задают внутрь из расчета 20 кг на тонну корма в течение 10-20 дней.<br>
 <br>
 <i>При индивидуальном методе лечения (ежедневная доза на одно лечение):&nbsp;</i><br>
 <br>
 • Для крупного и мелкого рогатого скота – взрослые особи: 100-200 г на одно животное ежедневно в течение 15-20 дней;<br>
 • молодняку – 40-50 г на одно животное ежедневно в течение 15-20 дней;<br>
 • беременным самкам свиней и лошадей препарат задают в дозе 60-100 г в течении 15-20 дней;<br>
 • поросятам и жеребятам применяют по 10-15 г в течение 15-20 дней.<br>
 <br>
 <b>Форма выпуска:</b><br>
 <br>
Препарат выпускают в фольгированных пакетах по 100,0; 500,0 г и по 1,0; 5,0 и 25,0 кг.";html;kalfostonik-25-kg;500;;LIVISTO;Витаминно-минеральные комплексы;;
